text,class,feature,appName
Its cool has ALL my favorite artist,Positive,artist,Spotify
I love it one thin I think the should add is a tempo/speed thing so you can listen at different speeds that would be cool,Neutral,listen at different speeds,Spotify
My search bar isnt working ,Neutral,search bar,Spotify
I just need the search bar issue resolved ,Neutral,search bar,Spotify
Love it to bits ( Premium) but I have to restart my phone everytime,Positive,Premium,Spotify
Tired of shuffle playing,Negative,shuffle playing,Spotify
The only thing bad is atlest give unlimited skips and play when ever you want to people who dont have premium,Neutral,premium,Spotify
The only thing bad is atlest give unlimited skips and play when ever you want to people who dont have premium,Negative,unlimited skips,Spotify
Good music display and audio!,Positive,music,Spotify
Good music display and audio!,Positive,display,Spotify
Good music display and audio!,Positive,audio,Spotify
It doesnt let you pick the song u want to listen to its just always on shuffle and I hate it,Neutral,pick the song u want to listen,Spotify
It doesnt let you pick the song u want to listen to its just always on shuffle and I hate it,Negative,shuffle,Spotify
I was able to find all the old albums I used to have and listen to my 80s music again ,Neutral,find all the old albums,Spotify
I was able to find all the old albums I used to have and listen to my 80s music again ,Neutral,listen to my 80s music,Spotify
All you just do is listen to music ,Neutral,listen to music,Spotify
"Since the new update, I cannot see the album art of local files on my phone",Neutral,update,Spotify
"Since the new update, I cannot see the album art of local files on my phone",Neutral,see the album,Spotify
I really want to download it but it said stopped pls fix it I think its a great music  downloader Ill give five if u guys fix it,Positive,music  downloader,Spotify
Wheres the search button,Neutral,search button,Spotify
Just the ads need to go,Neutral,ads,Spotify
The app tells me it is offline when I try to listen to music on my network data connection ,Neutral,tells me it is offline,Spotify
The app tells me it is offline when I try to listen to music on my network data connection ,Neutral,listen to music,Spotify
I have checked the settings to enable online use but this doesnt make any difference ,Neutral,checked the settings,Spotify
I have checked the settings to enable online use but this doesnt make any difference ,Neutral,enable online use,Spotify
"If I stop the app completely and login again it works until I stop using the app, then it just goes offline again ",Neutral,login,Spotify
"If I stop the app completely and login again it works until I stop using the app, then it just goes offline again ",Neutral,goes offline ,Spotify
How do I search songs now,Neutral,search songs,Spotify
"Spotify is great, i can listen to all the music I want away from the Internet ",Positive,listen to all the music,Spotify
Loved it so much I can get all my favorite songs from my favorite artists ,Positive,get all my favorite songs,Spotify
Please fix that or let us downgrade to previous update ,Neutral,downgrade to previous update,Spotify
"I cant search and add new songs,fix that!",Neutral,add new songs,Spotify
Include lyrics option please!,Neutral,lyrics option,Spotify
How to search I dont find it ,Neutral,search,Spotify
"Only problem I have with the app is the inability to download music to an SD card, as I have limited internal storage space ",Negative,download music to an SD card,Spotify
"All you have to do is lock the music from being transferred off the SD card, similar to iTunes ",Neutral,lock the music from being transferred off the SD card,Spotify
I can listen to any song I like or want to hear I thank it is great,Neutral,listen to any song,Spotify
Love the music,Positive,music,Spotify
Sometimes the search menu just disappears,Neutral,search menu,Spotify
"Would rate it 5 stars but when i use wifi it constantly says Im not connected to the interent, when i am ",Neutral,says Im not connected to the interent,Spotify
"Please fix this, i hate using my data to download the songs i want ",Neutral,download the songs,Spotify
"Cmon everythings on shuffle, random music pops up and ads ",Negative,shuffle,Spotify
"Cmon everythings on shuffle, random music pops up and ads ",Negative,random music pops up,Spotify
"Cmon everythings on shuffle, random music pops up and ads ",Negative,ads,Spotify
I guess the only free part is the uninstall button ,Neutral,uninstall button,Spotify
Even advertisement is not to frequent while enjoying my awesome Playlist ,Positive,Playlist,Spotify
Even advertisement is not to frequent while enjoying my awesome Playlist ,Neutral,advertisement,Spotify
This app really awesome i can listen whatever music i want!,Positive,listen whatever music i want,Spotify
I am fully connected to wifi and offline mode is off ,Neutral,offline mode,Spotify
Works great for working out and premium is beyond worth it!!!!,Positive,premium,Spotify
